300	0.81627845	1.51263419
310	0.926294227	1.5959263
320	1.06284023	1.66054303
330	1.22205395	1.69163116
340	1.38935366	1.67528703
350	1.54060999	1.60823049
360	1.65317658	1.50393138
370	1.7182502	1.38599864
380	1.74185296	1.27502646
390	1.73661395	1.18191676
400	1.71447539	1.1093364
410	1.68399822	1.05562515
420	1.65050329	1.01765731
430	1.61701574	0.992245846
440	1.58512876	0.976649072
450	1.55559788	0.968666855
460	1.52870738	0.966586288
470	1.50448521	0.969089528
480	1.48282606	0.975165306
490	1.4635608	0.984035944
500	1.44649519	0.995100718
510	1.43143101	1.00789304
520	1.4181772	1.02204843
530	1.40655532	1.03728057
540	1.39640184	1.05336333
550	1.38756862	1.07011731
560	1.3799224	1.08739956
570	1.37334391	1.10509574
580	1.36772662	1.12311412
590	1.36297559	1.14138091
600	1.35900624	1.15983667
610	1.35574324	1.1784334
620	1.35311946	1.19713235
630	1.35107507	1.21590222
640	1.34955667	1.23471773
650	1.34851657	1.25355852
660	1.34791216	1.27240822
670	1.34770526	1.29125371
680	1.3478617	1.31008455
690	1.34835079	1.32889247
700	1.34914498	1.34767098
710	1.35021949	1.36641507
720	1.35155199	1.38512094
730	1.35312237	1.40378575
740	1.35491248	1.42240749
750	1.3569059	1.44098481
760	1.35908779	1.4595169
770	1.36144473	1.47800338
780	1.36396452	1.49644424
790	1.36663612	1.51483977
800	1.3694495	1.53319047
810	1.37239554	1.55149702
820	1.37546594	1.56976028
830	1.37865314	1.58798119
840	1.38195029	1.60616079
850	1.38535109	1.62430018
860	1.38884985	1.64240049
870	1.39244133	1.66046291
880	1.39612077	1.67848863
890	1.39988383	1.69647882
900	1.40372653	1.7144347
910	1.40764523	1.73235744
920	1.41163662	1.7502482
930	1.41569765	1.76810814
940	1.41982556	1.78593837
950	1.4240178	1.80373999
960	1.42827205	1.82151406
970	1.43258619	1.83926163
980	1.43695829	1.8569837
990	1.44138657	1.87468125
1000	1.44586942	1.8923552
1010	1.45040536	1.91000648
1020	1.45499305	1.92763595
1030	1.45963127	1.94524445
1040	1.4643189	1.96283281
1050	1.46905493	1.98040178
1060	1.47383844	1.99795212
1070	1.4786686	2.01548455
1080	1.48354466	2.03299974
1090	1.48846595	2.05049836
1100	1.49343185	2.06798102
1110	1.49844181	2.08544833
1120	1.50349536	2.10290086
1130	1.50859205	2.12033915
1140	1.51373151	2.13776371
1150	1.51891339	2.15517505
1160	1.52413741	2.17257362
1170	1.52940331	2.18995988
1180	1.53471087	2.20733425
1190	1.54005991	2.22469712
1200	1.54545028	2.24204888
1210	1.55088187	2.25938989
1220	1.55635456	2.27672047
1230	1.56186831	2.29404096
1240	1.56742306	2.31135164
1250	1.5730188	2.3286528
1260	1.57865551	2.34594471
1270	1.58433323	2.36322761
1280	1.59005198	2.38050173
1290	1.59581181	2.39776729
1300	1.6016128	2.41502447
1310	1.60745502	2.43227348
1320	1.61333857	2.44951446
1330	1.61926356	2.46674759
1340	1.62523009	2.483973
1350	1.63123831	2.50119081
1430	1.680823	2.63867117
1440	1.68721355	2.65582437
1450	1.69364752	2.67297059
1460	1.7001251	2.69010985
1470	1.7066465	2.70724213
1480	1.71321193	2.72436742
1490	1.71982161	2.7414857
1500	1.72647576	2.75859693
1510	1.73317461	2.77570107
1520	1.73991837	2.79279807
1530	1.74670727	2.80988787
1540	1.75354155	2.8269704
1550	1.76042144	2.8440456
1560	1.76734716	2.86111337
1570	1.77431896	2.87817363
1580	1.78133707	2.89522628
1590	1.78840173	2.91227121
1600	1.79551317	2.92930832
