300	2.51038247	1.79065115
310	2.61344161	1.74593617
320	2.69300696	1.62784032
330	2.69952024	1.48423602
340	2.6500928	1.36566047
350	2.57633584	1.28199743
360	2.49516405	1.22601434
370	2.41277352	1.18982435
380	2.33091459	1.16810208
390	2.24983424	1.1576211
400	2.16936946	1.15648234
410	2.08932464	1.16358706
420	2.00959806	1.17832147
430	1.93022411	1.20036681
440	1.85138755	1.22957566
450	1.77342597	1.26588055
460	1.69682178	1.30921742
470	1.62217966	1.35945783
480	1.55018532	1.41635206
490	1.48154591	1.47949136
500	1.41691919	1.54829813
510	1.35684551	1.6220485
520	1.30169812	1.69992234
530	1.25166216	1.7810674
540	1.20674324	1.8646614
550	1.16679781	1.94995961
560	1.13157399	2.03632245
570	1.10075256	2.12322471
580	1.07398179	2.21025113
590	1.05090353	2.29708408
600	1.03117079	2.38348807
610	1.01445822	2.46929393
620	1.00046751	2.55438459
630	0.988929149	2.63868296
640	0.979602125	2.72214207
650	0.972272253	2.80473733
660	0.966749947	2.88646048
670	0.96286773	2.96731503
680	0.960477762	3.04731277
690	0.959449496	3.12647121
700	0.959667544	3.20481164
710	0.961029763	3.28235768
720	0.963445565	3.35913429
730	0.966834438	3.43516701
740	0.971124662	3.51048138
750	0.976252196	3.58510257
760	0.982159711	3.65905516
770	0.988795761	3.7323629
780	0.996114059	3.80504865
790	1.00407286	3.87713426
800	1.01263441	3.9486406
810	1.0217645	4.0195875
820	1.03143203	4.08999381
830	1.0416087	4.15987737
840	1.05226865	4.2292551
850	1.06338823	4.29814298
860	1.07494575	4.36655615
870	1.08692126	4.43450889
880	1.09929641	4.50201473
890	1.11205425	4.56908642
900	1.12517909	4.63573605
910	1.13865641	4.70197502
920	1.15247272	4.76781412
930	1.16661545	4.83326355
940	1.18107292	4.89833297
950	1.19583417	4.96303152
960	1.210889	5.02736785
970	1.22622781	5.09135016
980	1.24184161	5.15498621
990	1.25772193	5.21828339
1000	1.27386079	5.28124869
1010	1.29025067	5.34388874
1020	1.30688446	5.40620985
1030	1.32375542	5.46821801
1040	1.34085718	5.52991893
1050	1.35818365	5.59131802
1060	1.3757291	5.65242046
1070	1.39348802	5.71323117
1080	1.41145518	5.77375483
1090	1.42962558	5.83399592
1100	1.44799444	5.8939587
1110	1.46655719	5.95364727
1120	1.48530944	6.01306551
1130	1.50424698	6.07221714
1140	1.52336577	6.13110575
1150	1.5426619	6.18973473
1160	1.56213164	6.24810737
1170	1.58177137	6.30622679
1180	1.6015776	6.364096
1190	1.62154695	6.42171789
1200	1.64167616	6.47909524
1210	1.66196209	6.53623071
1220	1.68240166	6.59312686
1230	1.70299191	6.64978616
1240	1.72372997	6.70621099
1250	1.74461302	6.76240363
1260	1.76563835	6.8183663
1270	1.78680331	6.87410112
1280	1.80810532	6.92961015
1290	1.82954187	6.98489539
1300	1.85111049	7.03995875
1310	1.87280881	7.0948021
1320	1.89463448	7.14942723
1330	1.91658521	7.20383589
1340	1.93865878	7.25802978
1350	1.960853	7.31201053
1430	2.14250223	7.73636603
1440	2.16569094	7.78849532
1450	2.1889807	7.84042563
1460	2.21236971	7.89215819
1470	2.23585624	7.9436942
1480	2.25943857	7.99503485
1490	2.28311502	8.04618128
1500	2.30688393	8.09713463
1510	2.33074366	8.14789599
1520	2.35469259	8.19846647
1530	2.37872915	8.24884713
1540	2.40285177	8.29903902
1550	2.4270589	8.34904315
1560	2.45134903	8.39886056
1570	2.47572067	8.44849223
1580	2.50017233	8.49793914
1590	2.52470256	8.54720227
1600	2.54930992	8.59628255
