300	0.546443571	2.52634407
310	0.552499293	2.58803925
320	0.554672336	2.65218108
330	0.553976036	2.7194394
340	0.551450677	2.79013854
350	0.548059875	2.86431365
360	0.544629182	2.94178739
370	0.541822331	3.02224647
380	0.540144456	3.10530595
390	0.539960907	3.19055661
400	0.541522535	3.277596
410	0.544991363	3.36604613
420	0.550463364	3.45556137
430	0.557986988	3.54583014
440	0.567577283	3.63657277
450	0.579226048	3.72753749
460	0.592908686	3.81849581
470	0.608588448	3.90923799
480	0.626218706	3.99956903
490	0.645743775	4.08930551
500	0.667098748	4.17827338
510	0.690208717	4.26630668
520	0.714987715	4.3532473
530	0.741337697	4.43894574
540	0.769147855	4.52326269
550	0.798294577	4.60607147
560	0.828642336	4.68726101
570	0.860045798	4.76673914
580	0.892353378	4.84443581
590	0.925412418	4.92030569
600	0.959076032	4.99432964
610	0.993211493	5.06651412
620	1.02770981	5.13688798
630	1.06249581	5.20549547
640	1.09753774	5.27238486
650	1.13285468	5.3375918
660	1.16851988	5.40111693
670	1.20465687	5.46289811
680	1.24142483	5.52277811
690	1.27898887	5.58047107
700	1.31747071	5.63553332
710	1.3568768	5.68734825
720	1.39700475	5.73513976
730	1.43733803	5.77803174
740	1.47695177	5.81516987
750	1.51446829	5.84590954
760	1.54810922	5.87004765
770	1.57587922	5.88804018
780	1.59587426	5.90112022
790	1.60664553	5.9112407
800	1.60750307	5.92082326
810	1.59865002	5.93237878
820	1.58110565	5.94812211
830	1.55646238	5.96969735
840	1.52657586	5.99806968
850	1.49328509	6.03356817
860	1.4582191	6.07602184
870	1.42270045	6.12492604
880	1.38772627	6.17959449
890	1.35399756	6.23927568
900	1.32197076	6.30323047
910	1.29191379	6.3707767
920	1.26395694	6.44131009
930	1.23813462	6.5143096
940	1.21441747	6.58933412
950	1.19273597	6.66601457
960	1.17299708	6.74404448
970	1.15509569	6.82317052
980	1.13892226	6.90318372
990	1.12436771	6.98391181
1000	1.11132642	7.06521269
1010	1.09969804	7.14696902
1020	1.08938833	7.22908371
1030	1.08030953	7.31147628
1040	1.07238038	7.39407986
1050	1.06552589	7.47683881
1060	1.05967704	7.55970668
1070	1.05477035	7.64264469
1080	1.05074748	7.72562039
1090	1.04755484	7.80860658
1100	1.04514316	7.89158048
1110	1.04346711	7.974523
1120	1.042485	8.05741811
1130	1.0421584	8.14025242
1140	1.04245185	8.22301472
1150	1.04333266	8.30569568
1160	1.04477056	8.38828753
1170	1.0467376	8.47078385
1180	1.04920783	8.55317937
1190	1.05215723	8.63546977
1200	1.05556348	8.7176516
1210	1.05940583	8.79972208
1220	1.06366498	8.88167907
1230	1.06832296	8.96352092
1240	1.07336299	9.04524643
1250	1.07876943	9.1268548
1260	1.08452766	9.20834553
1270	1.090624	9.28971839
1280	1.09704565	9.37097341
1290	1.10378061	9.45211079
1300	1.11081764	9.53313091
1310	1.11814617	9.6140343
1320	1.12575627	9.69482159
1330	1.13363862	9.77549353
1340	1.14178443	9.85605094
1350	1.15018543	9.93649468
1430	1.22572957	10.5760725
1440	1.23612336	10.655539
1450	1.24671099	10.7349022
1460	1.25748796	10.8141631
1470	1.26844999	10.8933229
1480	1.27959301	10.9723825
1490	1.29091312	11.0513429
1500	1.30240666	11.1302052
1510	1.31407009	11.2089703
1520	1.32590007	11.2876392
1530	1.33789339	11.3662128
1540	1.35004702	11.4446921
1550	1.36235802	11.5230779
1560	1.37482361	11.6013711
1570	1.38744113	11.6795725
1580	1.40020803	11.7576831
1590	1.41312186	11.8357036
1600	1.42618028	11.9136347
